SMILES;toxicant;SMR_VSA4;fr_pyridine;fr_lactam;EState_VSA6;EState_VSA7;fr_thiazole;PEOE_VSA9;fr_azo;fr_HOCCN;fr_Ndealkylation1;qed;fr_unbrch_alkane;PEOE_VSA8;fr_furan;fr_ArN;FpDensityMorgan2;fr_para_hydroxylation;EState_VSA3;MinAbsPartialCharge;GATS3se;ATSC8i;GATS4d;ATSC7c;GATS7d;ATSC4s;MATS3Z;MATS2i
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl;1;23.671624184645573;0;0;0.0;0.0;0;10.064572704227194;0;0;0;0.3118304581196562;0;0.0;0;0;1.2222222222222223;0;21.90038479654998;0.1093299158554968;0.6584098143800987;0.0;0.962962962962963;-0.0098696737764753;0.0;1.1649036404150743;0.3044694132334581;-0.0736025175952526
CCCCC(CC)CO;1;5.917906046161393;0;0;0.0;0.0;0;0.0;0;0;0;0.6045431522728564;1;6.606881964512918;0;0;2.0;0;12.52478801067431;0.0458662459549641;0.6078459851170653;5.747313464664559;0.9320524835988754;-0.0238688884380811;0.0;-1.7149062642889787;0.0224553913078503;-0.140384607591133
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC;1;0.0;0;0;25.308898746662365;0.0;0;42.1359578028086;0;0;0;0.4360349382366308;0;32.81043382747687;0;1;2.03125;0;40.92413311711518;0.2549087827502481;1.0681573957754156;-13.649269072387824;1.0632190520018403;-0.0430026844219684;0.9738751814223512;0.1297593325589271;-0.0347618887272198;-0.0262335661068457
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1;1;0.0;0;0;11.761884949391115;18.19910120538483;0;18.143198976510057;0;0;0;0.8327124144827058;0;4.895483475517775;0;0;2.388888888888889;0;5.948339280986494;0.4131899633815872;0.9364239492876067;-3.784836834145649;0.9682689636010005;-0.0282511013874025;1.411212516297262;5.462137587371408;-0.0903535288780179;0.2099027134660752
O=C1CCC(N2C(=O)C3CCCCC3C2=O)C(=O)N1;0;11.835812092322788;0;0;0.0;0.0;0;11.835812092322788;0;0;0;0.6738807039463048;0;6.4208216229260096;0;0;1.4736842105263157;0;0.0;0.2493607369617837;0.8920482107412703;7.711797983617974;1.183855227628026;0.1528716490769801;0.6658049081648402;-0.3530385487528387;0.0458885228265985;-0.1219695509875119
CNc1ccc(N=Nc2ccccc2)cc1;1;10.228500251258795;0;0;0.0;61.64497559883168;0;11.374772549367124;1;0;0;0.7607471305015102;0;12.735058257360752;0;0;1.3125;0;0.0;0.0858105908278275;1.296497530809272;-2.7815771573492505;0.8294623655913976;-0.0877399170862601;0.8731182795698923;-5.927566389219183;-0.0329922371206775;-0.1848995413842612
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1;1;0.0;0;0;11.009123009909723;24.26546827384644;0;0.0;0;0;0;0.6894872762848014;0;6.168030559903039;0;0;1.4090909090909092;0;6.168030559903039;0.1372393842499848;1.0049987637232936;-9.014211991470354;1.085756398231274;0.0851430862301467;0.6214562120921041;-12.470108851761337;-0.2180898721527275;0.0209220828568714
CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O;1;5.733667477162185;0;0;12.13273413692322;0.0;0;35.48064297578686;0;0;0;0.3321078409843013;0;41.51627083556601;0;0;1.6571428571428573;0;0.0;0.197896158892136;1.0273394496212556;-24.50466642570491;0.977668554332728;-0.1044612307634005;1.1572101368019736;-20.41041859567901;-0.0372772390833022;0.0237861755223003
c1cncc(C2=NCCCC2)c1;1;4.992404732635669;1;0;6.196843571613076;12.263210640074686;0;0.0;0;0;0;0.6168997213154195;0;30.213580043606424;0;0;2.25;0;0.0;0.0435516445426246;1.0647442911855327;0.9427386421367412;1.2966101694915255;0.0071606715557828;0.5847457627118645;-0.0987654320987656;-0.0011769898484625;-0.0940343865316063
CCCCCC(O)C=CC1C2CC(OO2)C1CC=CCCCC(=O)O;1;11.835812092322788;0;0;0.0;6.076020106833881;0;12.207932775496603;0;0;0;0.3151044608789366;3;24.67745533817481;0;0;2.0;0;12.338727669087405;0.3028511139961321;0.9694988367966124;2.7125988901092684;0.8733854336263975;0.0034538955266621;1.060418143160879;-10.831760199719568;-0.0748802299584797;-0.1986386652857933
O=C1CCC(N2C(=O)c3ccccc3S2(=O)=O)C(=O)N1;0;0.0;0;0;6.06636706846161;0.0;0;5.563451491696996;0;0;0;0.7125841956044546;0;6.4208216229260096;0;0;1.85;0;4.305215991296234;0.2692679742151717;0.985839059064638;2.934785590336086;1.26936544991511;0.132969870303892;0.5397022332506203;-6.299696692577341;0.0326778079283861;0.0179969392399378
